INCIDENT_NUMBER,INCIDENT_TYPE,INCIDENT_DATE,INCIDENT_LOCATION,CITY,STATE,ZIP,REPORTING_DISTRICT,GEO_LOCATION,PERSON_AGE,PERSON_RACE,MENTAL_HEALTH_CONCERNS,CRIMINAL_HISTORY,WOUNDED,DECEASED,ON_PROBATION,ON_PAROLE,UNDER_THE_INFLUENCE,SUBSTANCE_NAME,#_INVOLVED_DEPUTIES,WEAPON_INVOLVED_CATEGORY,WEAPON_INVOLVED_CAT_DESC,APPROX_LATITUDE,APPROX_LONGITUDE
1000356,HIT SHOOTING INCIDENT,7/21/11 21:50,7300 SALT LAKE AVENUE,BELL GARDENS,CA,90201,261,"7300 SALT LAKE AVENUE
BELL GARDENS, CA 90201
(33.970632, -118.201978)",26,HISPANIC,N,Y,Y,N,Y,Y,N,,1,A-3,"FIREARM:  Suspect may have been armed,  Deputy saw firearm but not recovered",33.970632,-118.201978
1000346,HIT SHOOTING INCIDENT,3/12/11 2:52,700 E. EL SEGUNDO BLVD.,LOS ANGELES,CA,90059,2142,"700 E. EL SEGUNDO BLVD.
LOS ANGELES, CA 90059
(33.916347, -118.262711)",24,BLACK,N,N,N,Y,N,N,Y,ALCOHOL,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.916347,-118.262711
1000407,HIT SHOOTING INCIDENT,6/24/12 12:34,2100 N. LONG BEACH BOULEVARD,COMPTON,CA,90221,2117,"2100 N. LONG BEACH BOULEVARD
COMPTON, CA 90221
(33.909965, -118.208887)",30,HISPANIC,N,Y,N,Y,Y,Y,Y,OTHER/UNKNOWN,1,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.909965,-118.208887
1000449,HIT SHOOTING INCIDENT,6/27/13 7:05,6600 117TH STREET EAST,LITTLE ROCK,CA,93543,2664,"6600 117TH STREET EAST
LITTLE ROCK, CA 93543
(34.557516, -117.919886)",80,WHITE,N,N,N,Y,N,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.557516,-117.919886
1000464,HIT SHOOTING INCIDENT,8/29/12 17:33,SANTA FE AVENUE AND ANAHEIM STREET,LONG BEACH,CA,90813,1699,"SANTA FE AVENUE AND ANAHEIM STREET
LONG BEACH, CA 90813
(33.78273600103987, -118.21548000742128)",28,HISPANIC,N,N,Y,N,Y,N,N,,2,D-1,NO SUSPECT FIREAM/OTHER WEAPON involved in the Incident,33.782736,-118.21548
1000853,HIT SHOOTING INCIDENT,8/25/16 20:28,800 BLK WEST ARBUTUS STREET,COMPTON,CA,90220,2811,"800 BLK WEST ARBUTUS STREET
COMPTON, CA 90220
(33.899199, -118.239892)",31,BLACK,N,Y,N,Y,Y,N,,,2,A-3,"FIREARM:  Suspect may have been armed,  Deputy saw firearm but not recovered",33.899199,-118.239892
1000531,HIT SHOOTING INCIDENT,7/6/15 10:45,5500 ADENMOOR AVENUE,LAKEWOOD,CA,90713,1321,"5500 ADENMOOR AVENUE
LAKEWOOD, CA 90713
(33.856293, -118.124029)",29,WHITE,Y,N,N,Y,N,N,N,,4,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.856293,-118.124029
1000478,HIT SHOOTING INCIDENT,3/16/14 16:19,43200 16TH STREET WEST,LANCASTER,CA,93534,1126,"43200 16TH STREET WEST
LANCASTER, CA 93534
(34.669063, -118.158656)",28,BLACK,N,Y,Y,N,Y,N,Y,ALCOHOL,1,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.669063,-118.158656
1001706,HIT SHOOTING INCIDENT,5/10/19 14:30,BANDINI BLVD EAST OF SOUTH DOWNEY ROAD,VERNON,CA,90201,3199,"BANDINI BLVD EAST OF SOUTH DOWNEY ROAD
VERNON, CA 90201
(33.998306, -118.175075)",24,HISPANIC,N,N,,Y,,,,,4,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.998306,-118.175075
1001966,NON-HIT SHOOTING INCIDENT,8/19/20 4:35,1000 NORTH CULVER AVENUE,COMPTON,CA,90220,2822,"1000 NORTH CULVER AVENUE
COMPTON, CA 90220
(33.903235, -118.226172)",20,B,N,N,,,,,,,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.903235,-118.226172
1000507,HIT SHOOTING INCIDENT,11/30/14 1:00,23900 MARBELLA AVE.,CARSON,CA,90745,1624,"23900 MARBELLA AVE.
CARSON, CA 90745
(33.808013, -118.270683)",19,HISPANIC,Y,Y,N,Y,N,N,Y,CNS STIMULANT,1,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",33.808013,-118.270683
1000534,NON-HIT SHOOTING INCIDENT,7/31/15 21:15,700 WEST LAUREL STREET,COMPTON,CA,90220,2835,"700 WEST LAUREL STREET
COMPTON, CA 90220
(33.892863, -118.236222)",18,HISPANIC,N,N,N,N,N,N,N,,1,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.892863,-118.236222
1000355,HIT SHOOTING INCIDENT,6/23/11 18:47,12800 PRAIRIE AVENUE,HAWTHORNE,CA,90250,399,"12800 PRAIRIE AVENUE
HAWTHORNE, CA 90250
(33.916427, -118.343873)",32,HISPANIC,N,Y,N,Y,Y,Y,Y,MARIJUANA,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.916427,-118.343873
1000334,HIT SHOOTING INCIDENT,12/21/10 17:50,6800 AGAVE STREET,LANCASTER,CA,93536,1181,"6800 AGAVE STREET
LANCASTER, CA 93536
(34.647256, -118.25124)",40,WHITE,Y,Y,N,Y,Y,Y,Y,STIMULANT,1,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.647256,-118.25124
1000467,HIT SHOOTING INCIDENT,10/29/13 0:01,3900 WEST CENTURY BLVD,INGLEWOOD,CA,90303,399,"3900 WEST CENTURY BLVD
INGLEWOOD, CA 90303
(33.945462, -118.342009)",49,BLACK,N,Y,N,Y,Y,Y,N,,2,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.945462,-118.342009
1000317,HIT SHOOTING INCIDENT,10/9/10 18:47,1300 FRASER AVE,LOS ANGELES,CA,90022,284,"1300 FRASER AVE
LOS ANGELES, CA 90022
(34.014957, -118.16362)",20,HISPANIC,N,Y,Y,N,Y,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.014957,-118.16362
1000421,HIT SHOOTING INCIDENT,10/24/12 18:18,1600 E SAN LUIS STREET,COMPTON,CA,90221,2826,"1600 E SAN LUIS STREET
COMPTON, CA 90221
(33.896898, -118.205425)",24,BLACK,N,Y,Y,N,N,Y,N,,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.896898,-118.205425
1001787,NON-HIT SHOOTING INCIDENT,10/23/19 9:25,38000 JERI LANE,PALMDALE,CA,93550,2608,"38000 JERI LANE
PALMDALE, CA 93550
(34.574248, -118.084392)",,WHITE,N,N,,,,,,,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.574248,-118.084392
1000344,HIT SHOOTING INCIDENT,3/1/11 15:29,500 EAST AVENUE P-14,PALMDALE,CA,93550,2614,"500 EAST AVENUE P-14
PALMDALE, CA 93550
(34.601786, -118.120609)",17,BLACK,N,N,N,Y,N,N,N,,3,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.601786,-118.120609
1000297,HIT SHOOTING INCIDENT,5/6/10 4:00,21900 DEVLIN AVENUE,HAWAIIAN GARDENS,CA,90716,1351,"21900 DEVLIN AVENUE
HAWAIIAN GARDENS, CA 90716
(33.829523, -118.077365)",26,HISPANIC,N,Y,Y,N,N,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.829523,-118.077365
1000446,HIT SHOOTING INCIDENT,6/21/13 21:26,1300 102ND STREET,LOS ANGELES,CA,90044,372,"1300 102ND STREET
LOS ANGELES, CA 90044
(33.944089, -118.298492)",24,BLACK,N,Y,Y,N,Y,N,N,,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.944089,-118.298492
1000302,NON-HIT SHOOTING INCIDENT,6/10/10 21:28,2800 SANTA ROSA AVENUE,ALTADENA,CA,91001,773,"2800 SANTA ROSA AVENUE
ALTADENA, CA 91001
(34.193135, -118.134092)",61,HISPANIC,Y,N,N,Y,N,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.193135,-118.134092
1000433,NON-HIT SHOOTING INCIDENT,3/14/13 12:10,1100 ORANGE GROVE BLVD,PASADENA,CA,91105,3199,"1100 ORANGE GROVE BLVD
PASADENA, CA 91105
(34.126946, -118.158199)",,BLACK,N,N,N,N,,,N,,1,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.126946,-118.158199
1000490,HIT SHOOTING INCIDENT,6/25/14 17:05,BEAR VALLEY ROAD AND  CENTRAL ROAD,APPLE VALLEY,CA,92308,3199,"BEAR VALLEY ROAD AND CENTRAL ROAD
APPLE VALLEY, CA 92308
(34.471554, -117.172646)",29,HISPANIC,N,Y,N,Y,N,Y,Y,CNS STIMULANT,9,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.471554,-117.172646
1000452,HIT SHOOTING INCIDENT,8/4/13 12:30,ROSEMEAD BLVD AND SHENANDOAH AVE,PICO RIVERA,CA,90660,1513,"ROSEMEAD BLVD AND SHENANDOAH AVE
PICO RIVERA, CA 90660
(33.99861397860066, -118.08419000582316)",23,HISPANIC,N,Y,Y,N,Y,N,N,,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.99861398,-118.08419
1000381,HIT SHOOTING INCIDENT,2/1/12 21:02,44900 SPEARMAN AVENUE,LANCASTER,CA,93534,1132,"44900 SPEARMAN AVENUE
LANCASTER, CA 93534
(34.698743, -118.132932)",68,WHITE,N,Y,N,Y,Y,Y,Y,HALLUCINOGEN,1,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.698743,-118.132932
1000652,HIT SHOOTING INCIDENT,9/28/15 15:53,1100 S. ATLANTIC DRIVE,COMPTON,CA,90220,2847,"1100 S. ATLANTIC DRIVE
COMPTON, CA 90220
(33.886496, -118.19772)",37,HISPANIC,N,Y,Y,N,Y,N,Y,CNS STIMULANT,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.886496,-118.19772
1000320,NON-HIT SHOOTING INCIDENT,10/19/10 23:34,2900 60TH PLACE,HUNTINGTON PARK,CA,90255,250,"2900 60TH PLACE
HUNTINGTON PARK, CA 90255
(33.986252, -118.217394)",27,HISPANIC,N,N,N,N,N,N,N,,1,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.986252,-118.217394
1000686,HIT SHOOTING INCIDENT,2/20/16 21:25,15100 GUNDRY AVENUE,PARAMOUNT,CA,90723,1366,"15100 GUNDRY AVENUE
PARAMOUNT, CA 90723
(33.894729, -118.175544)",32,BLACK,N,N,Y,N,N,N,N,,2,A-3,"FIREARM:  Suspect may have been armed,  Deputy saw firearm but not recovered",33.894729,-118.175544
1000347,HIT SHOOTING INCIDENT,3/26/11 1:55,200 SOUTH ROSEMEAD BOULEVARD,PASADENA,CA,91107,590,"200 SOUTH ROSEMEAD BOULEVARD
PASADENA, CA 91107
(34.142774, -118.073242)",24,WHITE,N,Y,Y,N,Y,N,Y,,1,D-1,NO SUSPECT FIREAM/OTHER WEAPON involved in the Incident,34.142774,-118.073242
1000510,HIT SHOOTING INCIDENT,12/31/14 17:00,100 WEST COMPTON BLVD,COMPTON,CA,90220,2814,"100 WEST COMPTON BLVD
COMPTON, CA 90220
(33.895891, -118.224837)",34,HISPANIC,N,N,N,Y,N,N,N,,3,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.895891,-118.224837
1001707,HIT SHOOTING INCIDENT,6/6/19 22:27,3700 IMPERIAL HIGHWAY,INGLEWOOD,CA,90303,399,"3700 IMPERIAL HIGHWAY
INGLEWOOD, CA 90303
(33.930455, -118.337488)",,BLACK,N,N,,Y,,,,,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.930455,-118.337488
1000473,HIT SHOOTING INCIDENT,12/29/13 1:20,2500 EL TORO ROAD,MONROVIA,CA,91010,583,"2500 EL TORO ROAD
MONROVIA, CA 91010
(34.119987, -117.992453)",36,HISPANIC,N,Y,Y,N,N,N,N,,4,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.119987,-117.992453
1000659,HIT SHOOTING INCIDENT,12/12/15 10:59,12100 LONG BEACH BOULEVARD,LYNWOOD,CA,90262,2116,"12100 LONG BEACH BOULEVARD
LYNWOOD, CA 90262
(33.917008, -118.209419)",28,BLACK,N,Y,N,Y,,,,,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.917008,-118.209419
1000348,NON-HIT SHOOTING INCIDENT,3/29/11 1:23,11800 S FIGUEROA STREET,LOS ANGELES,CA,90061,2140,"11800 S FIGUEROA STREET
LOS ANGELES, CA 90061
(33.926323, -118.282588)",20,BLACK,N,Y,N,N,Y,N,N,,1,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.926323,-118.282588
1001546,HIT SHOOTING INCIDENT,8/12/18 2:04,500 COLONIA DE LAS MAGNOLIAS,LOS ANGELES,CA,90022,291,"500 COLONIA DE LAS MAGNOLIAS
LOS ANGELES, CA 90022
(34.044182, -118.161924)",21,HISPANIC,N,N,N,Y,N,N,N,NONE,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.044182,-118.161924
1000400,HIT SHOOTING INCIDENT,5/12/12 13:25,HUDSON AVENUE AND STAFFORD AVENUE,CITY OF INDUSTRY,CA,91744,1462,"HUDSON AVENUE AND STAFFORD AVENUE
CITY OF INDUSTRY, CA 91744
(34.025035988601715, -117.95933102562562)",30,HISPANIC,N,N,N,Y,N,N,Y,MARIJUANA,4,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.02503599,-117.959331
1000459,NON-HIT SHOOTING INCIDENT,9/22/13 16:25,7300 ALONDRA BLVD,PARAMOUNT,CA,90723,1367,"7300 ALONDRA BLVD
PARAMOUNT, CA 90723
(33.889076, -118.171578)",25,HISPANIC,Y,N,N,N,N,Y,Y,OTHER/UNKNOWN,1,D-1,NO SUSPECT FIREAM/OTHER WEAPON involved in the Incident,33.889076,-118.171578
1000441,HIT SHOOTING INCIDENT,5/18/13 21:12,6100 MIRAMONTE BLVD,LOS ANGELES,CA,90001,2171,"6100 MIRAMONTE BLVD
LOS ANGELES, CA 90001
(33.984765, -118.245342)",50,BLACK,N,Y,N,Y,Y,Y,Y,MARIJUANA,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.984765,-118.245342
1000453,NON-HIT SHOOTING INCIDENT,8/26/13 3:30,1200 123RD STREET,LOS ANGELES,CA,90044,378,"1200 123RD STREET
LOS ANGELES, CA 90044
(33.921184, -118.296362)",31,BLACK,N,Y,N,N,Y,N,N,,2,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.921184,-118.296362
1000307,HIT SHOOTING INCIDENT,6/16/10 21:43,16100 EUCALYPTUS AVENUE,BELLFLOWER,CA,90706,1337,"16100 EUCALYPTUS AVENUE
BELLFLOWER, CA 90706
(33.888315, -118.122013)",23,BLACK,N,N,N,Y,Y,N,N,,1,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.888315,-118.122013
1000524,HIT SHOOTING INCIDENT,5/7/15 16:30,13200 PALM PLACE,CERRITOS,CA,90703,2318,"13200 PALM PLACE
CERRITOS, CA 90703
(33.875823, -118.050441)",21,BLACK,N,Y,N,Y,Y,N,N,,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.875823,-118.050441
1000305,HIT SHOOTING INCIDENT,6/15/10 10:41,100 SANDALWOOD AVENUE,EAST VALINDA,CA,91744,1442,"100 SANDALWOOD AVENUE
EAST VALINDA, CA 91744
(34.017734, -117.916877)",29,HISPANIC,N,N,Y,N,Y,N,Y,STIMULANT,1,C-1,STRUGGLE OVER DEPUTY WEAPON:  Suspect attempted to disarm deputy,34.017734,-117.916877
1000463,HIT SHOOTING INCIDENT,10/12/13 16:06,FOSTER ROAD AND FAIRFORD AVENUE,NORWALK,CA,90650,453,"FOSTER ROAD AND FAIRFORD AVENUE
NORWALK, CA 90650
(33.909747, -118.09492)",23,HISPANIC,N,Y,Y,N,N,Y,Y,CNS STIMULANT,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.909747,-118.09492
1001933,HIT SHOOTING INCIDENT,6/18/20 17:52,400 WEST REDONDO BEACH BOULEVARD,GARDENA,CA,90248,2871,"400 WEST REDONDO BEACH BOULEVARD
GARDENA, CA 90248
(33.892744, -118.281673)",18,HISPANIC,N,N,,Y,,,,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.892744,-118.281673
1000325,HIT SHOOTING INCIDENT,10/27/10 9:37,4500 ABBOTT ROAD,LYNWOOD,CA,90262,2113,"4500 ABBOTT ROAD
LYNWOOD, CA 90262
(33.934969, -118.193581)",17,HISPANIC,N,N,Y,N,N,N,N,,1,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.934969,-118.193581
1000448,HIT SHOOTING INCIDENT,6/27/13 5:44,1100 WEST ARBUTUS STREET,COMPTON,CA,90220,2811,"1100 WEST ARBUTUS STREET
COMPTON, CA 90220
(33.899185, -118.243131)",22,BLACK,N,Y,N,Y,Y,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.899185,-118.243131
1000365,NON-HIT SHOOTING INCIDENT,11/26/11 23:30,600 LE SEDA ROAD,LA PUENTE,CA,91744,1443,"600 LE SEDA ROAD
LA PUENTE, CA 91744
(34.007268, -117.898065)",32,HISPANIC,N,Y,N,N,Y,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.007268,-117.898065
1000362,HIT SHOOTING INCIDENT,10/5/11 22:50,12900 GLENDA STREET,CERRITOS,CA,90703,2316,"12900 GLENDA STREET
CERRITOS, CA 90703
(33.872686, -118.057597)",26,BLACK,N,Y,Y,N,N,N,N,,1,C-1,STRUGGLE OVER DEPUTY WEAPON:  Suspect attempted to disarm deputy,33.872686,-118.057597
1000940,HIT SHOOTING INCIDENT,12/12/16 21:40,8700 BUDLONG AVENUE,LOS ANGELES,CA,90044,370,"8700 BUDLONG AVENUE
LOS ANGELES, CA 90044
(33.958965, -118.295898)",25,HISPANIC,N,Y,Y,N,N,Y,Y,MARIJUANA,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.958965,-118.295898
1000476,HIT SHOOTING INCIDENT,2/4/14 5:50,4800 IVY STREET,PICO RIVERA,CA,90660,1510,"4800 IVY STREET
PICO RIVERA, CA 90660
(34.007462, -118.095392)",56,HISPANIC,N,N,Y,N,N,N,N,,2,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",34.007462,-118.095392
1001281,HIT SHOOTING INCIDENT,9/11/17 17:43,1200 STICHMAN AVENUE,WEST VALINDA,CA,91746,1420,"1200 STICHMAN AVENUE
WEST VALINDA, CA 91746
(34.061364, -117.978351)",39,HISPANIC,Y,Y,N,Y,N,N,Y,CNS STIMULANT,2,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.061364,-117.978351
1000361,HIT SHOOTING INCIDENT,9/9/11 21:19,2400 CYPRESS STREET,COMPTON,CA,90220,2830,"2400 CYPRESS STREET
COMPTON, CA 90220
(33.887564, -118.254348)",22,BLACK,N,Y,Y,N,Y,N,N,,1,A-3,"FIREARM:  Suspect may have been armed,  Deputy saw firearm but not recovered",33.887564,-118.254348
1000374,HIT SHOOTING INCIDENT,1/5/12 14:47,8100 CENTURY BLVD,PARAMOUNT,CA,90723,1365,"8100 CENTURY BLVD
PARAMOUNT, CA 90723
(33.909396, -118.158242)",28,HISPANIC,N,Y,Y,N,Y,Y,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.909396,-118.158242
1000401,HIT SHOOTING INCIDENT,5/13/12 21:03,GLENCOE STREET AND OLEANDER AVENUE,COMPTON,CA,90220,2836,"GLENCOE STREET AND OLEANDER AVENUE
COMPTON, CA 90220
(33.8814869855469, -118.22778000527532)",33,HISPANIC,N,Y,Y,N,Y,Y,N,,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.88148699,-118.22778
1000798,HIT SHOOTING INCIDENT,6/11/16 14:30,5200 CORONA AVENUE,MAYWOOD,CA,90270,250,"5200 CORONA AVENUE
MAYWOOD, CA 90270
(33.994163, -118.193314)",31,HISPANIC,Y,N,N,Y,N,N,,,1,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",33.994163,-118.193314
1001544,HIT SHOOTING INCIDENT,7/19/18 1:37,7100 PICO VISTA ROAD,PICO RIVERA,CA,90660,1517,"7100 PICO VISTA ROAD
PICO RIVERA, CA 90660
(33.979375, -118.090206)",22,,N,N,,Y,,,,,3,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.979375,-118.090206
1000526,HIT SHOOTING INCIDENT,6/4/15 17:54,ALOSTA AVENUE AND CITRUS AVENUE,ASUZA,CA,91702,899,"ALOSTA AVENUE AND CITRUS AVENUE
ASUZA, CA 91702
(34.12873299795925, -117.89008502427079)",31,HISPANIC,N,Y,Y,N,N,Y,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.128733,-117.890085
1000372,NON-HIT SHOOTING INCIDENT,1/2/12 16:30,HALIFAX AVENUE  AND  LOWER AZUSA ROAD,EL MONTE,CA,91731,524,"HALIFAX AVENUE AND LOWER AZUSA ROAD
EL MONTE, CA 91731
(34.09202, -118.039953)",35,HISPANIC,N,Y,N,N,Y,Y,N,,1,C-1,STRUGGLE OVER DEPUTY WEAPON:  Suspect attempted to disarm deputy,34.09202,-118.039953
1000423,HIT SHOOTING INCIDENT,11/14/12 19:43,12800 COOKACRE AVENUE,COMPTON,CA,90221,2851,"12800 COOKACRE AVENUE
COMPTON, CA 90221
(33.906154, -118.194778)",35,HISPANIC,N,Y,N,Y,Y,Y,Y,COMBINATION,1,C-1,STRUGGLE OVER DEPUTY WEAPON:  Suspect attempted to disarm deputy,33.906154,-118.194778
1000690,HIT SHOOTING INCIDENT,3/4/16 15:21,10000 HAWTHORNE BLVD.,INGLEWOOD,CA,90304,399,"10000 HAWTHORNE BLVD.
INGLEWOOD, CA 90304
(33.944667, -118.352524)",22,HISPANIC,N,N,Y,N,,,,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.944667,-118.352524
1000300,NON-HIT SHOOTING INCIDENT,5/7/10 9:20,10000 PARK STREET,BELLFLOWER,CA,90706,1334,"10000 PARK STREET
BELLFLOWER, CA 90706
(33.878472, -118.1207)",21,BLACK,N,N,N,N,N,N,N,,1,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.878472,-118.1207
1000306,HIT SHOOTING INCIDENT,6/19/10 17:31,4200 DEEBOYAR AVENUE,LAKEWOOD,CA,90713,1323,"4200 DEEBOYAR AVENUE
LAKEWOOD, CA 90713
(33.833954, -118.163506)",40,BLACK,N,Y,Y,N,Y,Y,N,,1,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",33.833954,-118.163506
1000527,HIT SHOOTING INCIDENT,2/13/14 16:57,19100 ELBERLAND STREET,West Covina,CA,91792,2910,"19100 ELBERLAND STREET
West Covina, CA 91792
(34.009463, -117.88471)",35,HISPANIC,N,Y,N,Y,Y,Y,Y,OTHER/UNKNOWN,5,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",34.009463,-117.88471
1000337,HIT SHOOTING INCIDENT,1/10/11 20:20,5400 N. PECK ROAD,ARCADIA,CA,91006,8339,"5400 N. PECK ROAD
ARCADIA, CA 91006
(34.100974, -118.009518)",39,WHITE,N,Y,Y,N,N,N,Y,ALCOHOL,1,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.100974,-118.009518
1000385,HIT SHOOTING INCIDENT,2/21/12 0:25,16600 PARAMOUNT BLVD,PARAMOUNT,CA,90723,1367,"16600 PARAMOUNT BLVD
PARAMOUNT, CA 90723
(33.883274, -118.159964)",22,WHITE,N,N,N,Y,Y,N,N,,1,C-1,STRUGGLE OVER DEPUTY WEAPON:  Suspect attempted to disarm deputy,33.883274,-118.159964
1000533,HIT SHOOTING INCIDENT,7/10/15 11:32,3300 YORKSHIRE ROAD,PASADENA,CA,91107,590,"3300 YORKSHIRE ROAD
PASADENA, CA 91107
(34.138695, -118.082945)",44,WHITE,Y,N,Y,N,N,N,N,,1,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.138695,-118.082945
1000654,HIT SHOOTING INCIDENT,10/19/15 23:48,400 W. 111TH ST.,LOS ANGELES,CA,90061,372,"400 W. 111TH ST.
LOS ANGELES, CA 90061
(33.934825, -118.283113)",53,BLACK,N,Y,N,Y,N,Y,Y,CNS STIMULANT,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.934825,-118.283113
1000492,NON-HIT SHOOTING INCIDENT,8/15/13 17:44,4100 NAOMI AVENUE,LOS ANGELES,CA,90011,399,"4100 NAOMI AVENUE
LOS ANGELES, CA 90011
(34.009238, -118.253793)",25,HISPANIC,N,Y,N,N,Y,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.009238,-118.253793
1000299,NON-HIT SHOOTING INCIDENT,5/6/10 1:30,257TH AND WESTERN,LOS ANGELES,CA,90710,1712,"257TH AND WESTERN
LOS ANGELES, CA 90710
(33.79047887620167, -118.30756511042138)",29,HISPANIC,N,Y,N,N,N,N,N,,1,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.79047888,-118.3075651
1000359,HIT SHOOTING INCIDENT,4/8/11 18:04,100 EAST AVENUE R-4,PALMDALE,CA,93550,2611,"100 EAST AVENUE R-4
PALMDALE, CA 93550
(34.572503, -118.129322)",19,HISPANIC,N,Y,N,Y,Y,N,Y,ALCOHOL,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.572503,-118.129322
1000424,HIT SHOOTING INCIDENT,11/16/12 21:30,81ST AND PARMALEE AVENUE,LOS ANGELES,CA,90001,2174,"81ST AND PARMALEE AVENUE
LOS ANGELES, CA 90001
(33.96580897884492, -118.2499030259498)",36,BLACK,N,Y,Y,N,Y,N,N,,3,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.96580898,-118.249903
1000648,HIT SHOOTING INCIDENT,9/10/15 20:52,9200 LAKEWOOD BLVD.,DOWNEY,CA,90240,3199,"9200 LAKEWOOD BLVD.
DOWNEY, CA 90240
(33.954779, -118.113381)",41,HISPANIC,N,Y,N,Y,N,Y,Y,,4,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.954779,-118.113381
1000358,HIT SHOOTING INCIDENT,7/21/11 12:33,1000 WEST WASHINGTON BOULEVARD,LOS ANGELES,CA,90015,1499,"1000 WEST WASHINGTON BOULEVARD
LOS ANGELES, CA 90015
(34.03813, -118.280456)",39,HISPANIC,N,Y,Y,N,N,Y,N,,1,C-1,STRUGGLE OVER DEPUTY WEAPON:  Suspect attempted to disarm deputy,34.03813,-118.280456
1000382,HIT SHOOTING INCIDENT,2/8/12 8:14,1400 NORTH PEARL STREET,COMPTON,CA,90221,2824,"1400 NORTH PEARL STREET
COMPTON, CA 90221
(33.905226, -118.214631)",29,HISPANIC,N,Y,Y,N,Y,Y,N,,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.905226,-118.214631
